Tid,coupon_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Label,Results
10.42.0.42-118.123.114.134-54183-80-6,coupon_240208,C129409,Male,69,Clothing,1,300.08,Credit Card,15-06-21,Mall of Istanbul,0,0
172.217.10.42-10.42.0.42-443-52414-6,coupon_285149,C302667,Female,65,Souvenir,4,46.92,Credit Card,01-10-22,Kanyon,0,0
10.42.0.211-10.42.0.1-59059-53-17,coupon_318091,C121400,Female,50,Cosmetics,3,121.98,Credit Card,12-02-22,Zorlu Center,1,1
10.42.0.151-10.42.0.1-46959-53-17,coupon_806714,C241751,Female,32,Clothing,4,1200.32,Debit Card,09-12-22,Metrocity,0,0
157.240.18.15-10.42.0.151-443-36025-6,coupon_498086,C329954,Male,43,Souvenir,1,11.73,Cash,13-02-21,Metrocity,0,0
172.217.9.238-10.42.0.211-443-60739-6,coupon_101433,C208860,Male,40,Food & Beverage,3,15.69,Credit Card,10-08-22,Mall of Istanbul,1,1
10.42.0.151-10.42.0.1-65121-53-17,coupon_130735,C156443,Male,69,Food & Beverage,3,15.69,Credit Card,04-04-21,Istinye Park,1,1
180.149.136.194-10.42.0.151-80-54130-6,coupon_114739,C111679,Female,64,Cosmetics,3,121.98,Debit Card,17-06-21,Mall of Istanbul,0,0
151.101.21.140-10.42.0.211-443-45965-6,coupon_132661,C193510,Female,66,Toys,4,143.36,Cash,15-11-21,Mall of Istanbul,1,1
158.85.58.124-10.42.0.151-5222-59476-6,coupon_733046,C227728,Female,69,Clothing,2,600.16,Debit Card,16-11-21,Metrocity,1,1
10.42.0.211-120.76.223.181-54806-83-6,coupon_188063,C632239,Female,27,Clothing,2,600.16,Cash,03-03-23,Mall of Istanbul,0,0
216.58.219.196-10.42.0.151-443-42504-6,coupon_526600,C180651,Female,19,Books,1,15.15,Credit Card,25-07-21,Istinye Park,1,1
172.217.10.14-10.42.0.151-443-60809-6,coupon_338543,C963628,Female,67,Clothing,2,600.16,Credit Card,20-10-22,Forum Istanbul,0,0
198.105.244.11-10.42.0.211-80-51662-6,coupon_230511,C205552,Male,52,Shoes,2,1200.34,Credit Card,30-10-21,Kanyon,1,1
173.194.175.188-10.42.0.42-5228-51432-6,coupon_187255,C113670,Male,28,Clothing,4,1200.32,Debit Card,05-02-23,Mall of Istanbul,1,1
10.42.0.211-64.71.142.124-51110-443-6,coupon_700893,C135897,Female,38,Souvenir,2,23.46,Debit Card,21-09-21,Kanyon,0,0
183.79.250.123-10.42.0.211-443-35962-6,coupon_140282,C190639,Male,27,Clothing,5,1500.4,Cash,21-10-22,Metropol AVM,0,0
157.55.235.159-10.42.0.42-40015-46360-17,coupon_302650,C205925,Female,68,Food & Beverage,1,5.23,Credit Card,28-01-22,Viaport Outlet,1,1
183.79.248.124-10.42.0.211-443-40439-6,coupon_223446,C259706,Male,40,Clothing,5,1500.4,Credit Card,19-10-21,Cevahir AVM,1,1
10.42.0.211-104.94.222.37-36004-80-6,coupon_173395,C249924,Male,40,Clothing,2,600.16,Credit Card,28-06-22,Metrocity,1,1
172.217.7.132-10.42.0.211-443-34877-6,coupon_325592,C305544,Female,57,Toys,5,179.2,Debit Card,08-01-21,Metropol AVM,1,1
10.42.0.42-103.7.30.118-49899-80-6,coupon_259898,C926896,Female,22,Clothing,2,600.16,Debit Card,03-04-22,Zorlu Center,1,1
182.254.5.234-10.42.0.211-80-55880-6,coupon_165693,C412367,Male,60,Food & Beverage,5,26.15,Cash,16-05-21,Metrocity,0,0
10.42.0.211-31.13.80.8-41069-443-6,coupon_105737,C185501,Female,18,Books,2,30.3,Cash,02-12-22,Mall of Istanbul,1,1
174.36.210.49-10.42.0.211-443-54136-6,coupon_572573,C205210,Female,60,Shoes,3,1800.51,Debit Card,30-01-23,Metropol AVM,1,1
10.42.0.1-10.42.0.42-53-27136-17,coupon_192192,C582623,Male,48,Cosmetics,2,81.32,Cash,08-10-22,Mall of Istanbul,1,1
220.243.219.55-10.42.0.151-80-58207-6,coupon_614836,C143646,Male,42,Cosmetics,5,203.3,Credit Card,27-11-22,Kanyon,0,0
172.217.12.136-10.42.0.151-443-36618-6,coupon_153262,C151884,Female,56,Clothing,2,600.16,Credit Card,07-03-23,Metrocity,1,1
10.42.0.42-31.13.71.3-50035-443-6,coupon_130929,C158397,Male,44,Cosmetics,1,40.66,Credit Card,20-09-22,Metrocity,1,1
10.42.0.211-10.42.0.1-20426-53-17,coupon_189542,C146801,Female,68,Clothing,4,1200.32,Credit Card,14-05-21,Viaport Outlet,0,0
172.217.3.106-10.42.0.211-443-47020-6,coupon_311153,C805412,Female,60,Shoes,1,600.17,Credit Card,22-12-21,Mall of Istanbul,0,0
182.22.67.105-10.42.0.151-443-34592-6,coupon_251242,C156154,Male,56,Food & Beverage,1,5.23,Debit Card,14-06-21,Kanyon,1,1
10.42.0.211-123.59.190.251-51606-80-6,coupon_341437,C138609,Female,39,Clothing,5,1500.4,Debit Card,11-04-21,Viaport Outlet,1,1
10.42.0.211-106.39.169.66-33616-443-6,coupon_239588,C548682,Female,35,Shoes,5,3000.85,Cash,25-10-22,Metrocity,0,0
10.42.0.211-65.55.118.92-38571-80-6,coupon_159844,C190269,Female,60,Toys,3,107.52,Credit Card,07-12-21,Istinye Park,1,1
219.142.78.162-10.42.0.211-80-60519-6,coupon_532304,C324512,Male,48,Technology,2,2100.0,Credit Card,30-08-22,Mall of Istanbul,1,1
172.217.10.142-10.42.0.151-443-42515-6,coupon_250922,C206743,Female,23,Technology,3,3150.0,Debit Card,18-06-22,Kanyon,1,1
10.42.0.211-47.89.67.224-50483-443-6,coupon_247538,C224073,Female,54,Souvenir,2,23.46,Cash,14-10-21,Kanyon,0,0
172.217.11.42-10.42.0.151-443-60867-6,coupon_338605,C113943,Male,31,Toys,2,71.68,Cash,25-01-21,Emaar Square Mall,0,0
219.142.78.162-10.42.0.211-80-57045-6,coupon_229333,C201015,Female,57,Clothing,5,1500.4,Cash,08-02-21,Istinye Park,1,1
172.217.12.206-10.42.0.211-443-36961-6,coupon_103881,C163190,Male,40,Souvenir,3,35.19,Cash,31-08-22,Kanyon,1,1
10.42.0.211-31.13.80.52-33274-443-6,coupon_517431,C191174,Male,49,Clothing,1,300.08,Cash,15-07-21,Kanyon,0,0
172.217.9.238-10.42.0.151-443-58950-6,coupon_468954,C945285,Female,57,Clothing,5,1500.4,Debit Card,05-03-21,Viaport Outlet,1,1
172.217.9.238-10.42.0.211-443-44574-6,coupon_480105,C221193,Female,31,Clothing,2,600.16,Debit Card,01-03-22,Istinye Park,1,1
151.101.117.140-10.42.0.42-80-51889-6,coupon_203426,C278450,Male,47,Clothing,5,1500.4,Credit Card,20-09-21,Zorlu Center,1,1
172.217.12.206-10.42.0.151-443-54896-6,coupon_232549,C291989,Female,50,Food & Beverage,4,20.92,Cash,05-10-21,Metrocity,0,0
10.42.0.151-10.42.0.1-45244-53-17,coupon_893324,C277406,Female,30,Cosmetics,1,40.66,Credit Card,29-03-21,Metrocity,1,1
192.229.173.173-10.42.0.42-80-37722-6,coupon_172235,C223291,Female,36,Clothing,4,1200.32,Credit Card,07-11-21,Metropol AVM,0,0
203.205.158.62-10.42.0.151-80-43153-6,coupon_737951,C143091,Male,29,Books,1,15.15,Cash,23-02-23,Viaport Outlet,1,1
10.42.0.151-10.42.0.1-64738-53-17,coupon_320668,C737656,Male,31,Clothing,5,1500.4,Cash,30-12-21,Metropol AVM,1,1
10.42.0.211-123.125.29.138-35285-443-6,coupon_328185,C157787,Female,56,Cosmetics,1,40.66,Credit Card,11-08-21,Istinye Park,1,1
172.217.10.14-10.42.0.151-443-52813-6,coupon_213763,C262982,Female,37,Clothing,4,1200.32,Cash,26-02-23,Istinye Park,1,1
220.243.219.55-10.42.0.211-80-58299-6,coupon_606143,C210635,Male,46,Clothing,4,1200.32,Credit Card,08-06-22,Metrocity,1,1
10.42.0.151-64.71.142.95-40064-443-6,coupon_117413,C310595,Male,56,Clothing,2,600.16,Cash,16-12-21,Mall of Istanbul,1,1
10.42.0.1-10.42.0.42-53-33539-17,coupon_112416,C311790,Female,49,Technology,4,4200.0,Credit Card,16-11-22,Metrocity,1,1
10.42.0.1-10.42.0.42-53-49716-17,coupon_182988,C665061,Female,25,Clothing,5,1500.4,Cash,27-04-21,Kanyon,1,1
10.42.0.151-104.244.42.130-47228-443-6,coupon_192573,C882059,Female,29,Cosmetics,3,121.98,Debit Card,28-12-21,Metrocity,1,1
10.42.0.151-54.192.38.230-41260-443-6,coupon_233105,C246654,Male,47,Souvenir,2,23.46,Cash,05-10-21,Metrocity,0,0
172.217.6.227-10.42.0.42-443-34153-6,coupon_282122,C135091,Female,65,Clothing,4,1200.32,Cash,08-09-22,Metrocity,0,0
180.149.138.197-10.42.0.211-80-34165-6,coupon_236201,C306078,Male,59,Clothing,2,600.16,Credit Card,05-08-22,Kanyon,0,0
10.42.0.151-52.86.21.31-55640-443-6,coupon_192798,C144529,Male,23,Clothing,4,1200.32,Cash,14-03-22,Cevahir AVM,1,1
10.42.0.211-118.123.114.134-55646-80-6,coupon_130056,C746891,Female,60,Shoes,1,600.17,Credit Card,15-12-22,Metropol AVM,0,0
10.42.0.151-47.89.67.245-33103-443-6,coupon_895460,C230696,Male,58,Food & Beverage,5,26.15,Credit Card,09-02-22,Istinye Park,0,0
172.217.6.228-10.42.0.211-443-46126-6,coupon_614132,C327146,Female,68,Food & Beverage,2,10.46,Credit Card,19-12-21,Kanyon,1,1
172.217.11.35-10.42.0.151-443-39644-6,coupon_118954,C987573,Female,41,Clothing,4,1200.32,Cash,20-09-21,Viaport Outlet,0,0
216.58.212.195-10.42.0.42-443-57410-6,coupon_282396,C119088,Female,63,Cosmetics,3,121.98,Credit Card,10-11-22,Istinye Park,1,1
172.217.9.238-10.42.0.211-443-60325-6,coupon_184280,C215627,Male,22,Shoes,2,1200.34,Cash,23-08-21,Mall of Istanbul,1,1
180.149.138.197-10.42.0.42-80-49736-6,coupon_218805,C567274,Male,62,Clothing,2,600.16,Debit Card,21-02-21,Kanyon,0,0
10.42.0.211-50.19.94.109-59795-443-6,coupon_726460,C964548,Female,49,Clothing,3,900.24,Cash,04-02-21,Metropol AVM,0,0
172.217.11.45-10.42.0.42-443-45899-6,coupon_134524,C251801,Male,38,Souvenir,4,46.92,Cash,13-09-22,Metropol AVM,0,0
10.42.0.151-104.193.88.109-56809-80-6,coupon_237267,C310712,Male,49,Cosmetics,2,81.32,Debit Card,21-08-21,Metrocity,0,0
10.42.0.151-104.244.43.35-43962-443-6,coupon_123592,C709983,Male,60,Clothing,3,900.24,Cash,26-06-21,Metropol AVM,1,1
10.42.0.211-10.42.0.1-34109-53-17,coupon_311897,C146616,Female,19,Shoes,4,2400.68,Credit Card,24-04-22,Metrocity,0,0
182.22.31.124-10.42.0.151-443-50828-6,coupon_131266,C751460,Male,28,Toys,4,143.36,Cash,20-11-22,Istinye Park,0,0
174.35.73.71-10.42.0.42-80-39414-6,coupon_325655,C163532,Male,46,Clothing,2,600.16,Cash,04-06-21,Metropol AVM,0,0
172.217.10.232-10.42.0.211-443-42345-6,coupon_268043,C986474,Male,59,Technology,5,5250.0,Credit Card,06-10-21,Metropol AVM,0,0
10.42.0.211-64.71.142.124-55895-443-6,coupon_256045,C164068,Male,49,Clothing,2,600.16,Cash,13-12-21,Metrocity,1,1
172.217.7.163-10.42.0.151-80-60965-6,coupon_272016,C251866,Male,69,Food & Beverage,5,26.15,Cash,22-06-21,Metrocity,1,1
10.42.0.151-52.84.61.201-53022-443-6,coupon_212437,C241260,Female,49,Toys,2,71.68,Debit Card,06-03-23,Metropol AVM,1,1
172.217.3.110-10.42.0.151-443-58342-6,coupon_148903,C132867,Female,19,Toys,5,179.2,Debit Card,06-07-21,Metrocity,1,1
140.205.140.87-10.42.0.151-80-58824-6,coupon_128697,C856138,Female,47,Books,5,75.75,Debit Card,23-01-21,Forum Istanbul,0,0
162.208.22.39-10.42.0.211-443-52726-6,coupon_769237,C254306,Male,43,Shoes,5,3000.85,Cash,21-07-22,Metrocity,1,1
172.217.10.42-10.42.0.42-443-60309-6,coupon_412880,C210554,Male,38,Shoes,1,600.17,Cash,16-03-21,Metrocity,0,0
172.217.6.202-10.42.0.151-443-53538-6,coupon_205330,C197519,Female,41,Food & Beverage,1,5.23,Cash,23-01-22,Metrocity,0,0
10.42.0.151-14.17.42.57-55488-80-6,coupon_229246,C324614,Female,40,Souvenir,3,35.19,Credit Card,07-08-21,Forum Istanbul,0,0
10.42.0.151-58.63.236.212-37299-443-6,coupon_179204,C822041,Female,59,Clothing,2,600.16,Credit Card,04-07-22,Metrocity,0,0
172.217.10.106-10.42.0.211-443-55047-6,coupon_836482,C126925,Male,59,Cosmetics,4,162.64,Cash,22-12-21,Kanyon,0,0
10.42.0.1-10.42.0.42-53-8646-17,coupon_188307,C336653,Male,36,Cosmetics,5,203.3,Debit Card,31-03-21,Kanyon,1,1
220.181.7.190-10.42.0.211-443-48126-6,coupon_212793,C277603,Male,36,Toys,1,35.84,Debit Card,22-11-22,Mall of Istanbul,0,0
172.217.10.142-10.42.0.211-443-50431-6,coupon_273623,C768043,Female,48,Cosmetics,4,162.64,Credit Card,14-09-21,Kanyon,0,0
10.42.0.211-23.208.26.242-48624-443-6,coupon_168974,C129337,Female,26,Food & Beverage,5,26.15,Debit Card,06-09-21,Istinye Park,0,0
172.217.12.170-10.42.0.151-443-43743-6,coupon_116237,C261066,Female,66,Souvenir,2,23.46,Credit Card,24-12-21,Kanyon,1,1
10.42.0.211-66.198.24.250-59004-80-6,coupon_257596,C150500,Female,39,Clothing,5,1500.4,Cash,31-05-21,Kanyon,1,1
10.42.0.211-77.234.44.42-55706-80-6,coupon_338518,C253740,Male,29,Clothing,1,300.08,Credit Card,21-03-22,Kanyon,0,0
10.42.0.151-23.208.87.120-44261-80-6,coupon_116542,C123966,Male,59,Toys,1,35.84,Cash,07-03-22,Metrocity,1,1
10.42.0.211-10.42.0.1-50518-53-17,coupon_147428,C192403,Female,29,Food & Beverage,3,15.69,Credit Card,07-02-23,Forum Istanbul,1,1
172.217.10.2-10.42.0.151-443-59174-6,coupon_308961,C187068,Female,43,Clothing,1,300.08,Debit Card,26-12-21,Mall of Istanbul,0,0
10.42.0.211-52.84.29.154-57113-443-6,coupon_315393,C309080,Female,41,Clothing,5,1500.4,Debit Card,08-10-22,Mall of Istanbul,0,0
10.42.0.151-23.101.151.89-50525-443-6,coupon_784209,C312061,Female,33,Cosmetics,3,121.98,Credit Card,17-11-21,Metrocity,1,1
10.42.0.151-10.42.0.1-7418-53-17,coupon_324526,C173979,Male,39,Technology,4,4200.0,Credit Card,07-03-23,Istinye Park,1,1
10.42.0.151-10.42.0.1-27085-53-17,coupon_465045,C249219,Female,49,Books,4,60.6,Debit Card,26-04-21,Kanyon,1,1
151.101.117.140-10.42.0.211-443-45562-6,coupon_498608,C322402,Female,25,Clothing,1,300.08,Cash,17-09-21,Forum Istanbul,1,1
172.217.3.106-10.42.0.211-443-49160-6,coupon_258245,C663051,Female,59,Cosmetics,5,203.3,Credit Card,02-12-21,Zorlu Center,1,1
10.42.0.1-10.42.0.42-5351-52926-17,coupon_333609,C284405,Male,35,Food & Beverage,3,15.69,Credit Card,31-12-22,Metrocity,1,1
10.42.0.211-66.198.178.50-56640-80-6,coupon_241328,C727904,Female,32,Clothing,3,900.24,Credit Card,12-08-22,Metropol AVM,1,1
10.42.0.211-10.42.0.1-33636-53-17,coupon_296235,C273813,Male,57,Clothing,5,1500.4,Debit Card,04-09-22,Mall of Istanbul,0,0
172.217.6.193-10.42.0.42-443-38435-17,coupon_312185,C271739,Female,45,Toys,1,35.84,Credit Card,11-10-21,Mall of Istanbul,1,1
180.76.147.97-10.42.0.151-80-42173-6,coupon_251780,C278554,Female,19,Technology,1,1050.0,Credit Card,18-01-22,Istinye Park,1,1
10.42.0.211-52.84.134.65-39967-443-6,coupon_182236,C162000,Female,24,Shoes,3,1800.51,Credit Card,29-12-21,Metrocity,1,1
10.42.0.151-119.167.164.25-42320-80-6,coupon_170200,C116013,Female,22,Clothing,3,900.24,Cash,08-02-23,Mall of Istanbul,1,1
239.255.255.250-10.42.0.1-1900-36248-17,coupon_916921,C876606,Female,59,Clothing,2,600.16,Cash,02-01-23,Viaport Outlet,1,1
10.42.0.211-54.239.17.112-40602-443-6,coupon_282707,C278882,Female,50,Food & Beverage,2,10.46,Cash,25-04-21,Viaport Outlet,0,0
10.42.0.211-104.244.42.2-34813-443-6,coupon_248285,C294338,Female,54,Toys,2,71.68,Cash,09-02-21,Mall of Istanbul,0,0
10.42.0.211-23.206.166.62-43953-80-6,coupon_280072,C239373,Female,34,Toys,1,35.84,Credit Card,16-02-21,Mall of Istanbul,1,1
10.42.0.211-104.193.88.109-41655-80-6,coupon_145366,C278199,Female,43,Shoes,3,1800.51,Cash,24-09-22,Kanyon,0,0
192.229.173.173-10.42.0.211-443-45500-6,coupon_339493,C245592,Male,30,Toys,2,71.68,Debit Card,06-04-22,Metropol AVM,1,1
10.42.0.211-10.42.0.1-61491-53-17,coupon_107778,C291265,Female,55,Shoes,2,1200.34,Cash,06-08-21,Metrocity,1,1
10.42.0.211-23.21.51.186-33843-443-6,coupon_331753,C126590,Female,39,Food & Beverage,3,15.69,Cash,31-05-21,Viaport Outlet,0,0
209.85.232.188-10.42.0.42-5228-51475-6,coupon_939220,C171854,Female,42,Souvenir,1,11.73,Cash,09-06-21,Metrocity,0,0
208.185.50.25-10.42.0.211-443-54098-6,coupon_825857,C322586,Female,61,Clothing,2,600.16,Cash,23-07-21,Mall of Istanbul,1,1
10.42.0.151-31.13.71.36-43824-443-6,coupon_207089,C814276,Female,36,Cosmetics,4,162.64,Debit Card,12-03-22,Istinye Park,1,1
140.205.243.64-10.42.0.211-443-53748-6,coupon_106077,C258524,Female,65,Books,5,75.75,Credit Card,13-02-21,Viaport Outlet,1,1
203.130.53.126-10.42.0.211-80-50488-6,coupon_767758,C813609,Female,65,Clothing,1,300.08,Debit Card,28-06-22,Kanyon,1,1
10.42.0.211-106.11.92.6-33227-443-6,coupon_433700,C266026,Male,25,Clothing,1,300.08,Debit Card,07-04-21,Mall of Istanbul,0,0
10.42.0.211-10.42.0.1-6595-53-17,coupon_992148,C698527,Male,50,Toys,2,71.68,Credit Card,12-07-21,Kanyon,0,0
10.42.0.151-52.84.134.65-51818-443-6,coupon_683509,C280701,Male,26,Food & Beverage,3,15.69,Cash,23-04-21,Metropol AVM,0,0
172.217.6.206-10.42.0.151-443-45231-6,coupon_125822,C120825,Male,63,Clothing,1,300.08,Cash,05-03-21,Kanyon,0,0
10.42.0.211-64.71.142.110-46738-80-6,coupon_595458,C177334,Female,64,Cosmetics,1,40.66,Credit Card,17-06-22,Metropol AVM,0,0
10.42.0.151-98.139.180.149-53013-443-6,coupon_474169,C193737,Male,50,Souvenir,1,11.73,Cash,24-11-21,Metrocity,0,0
10.42.0.211-66.198.24.240-33751-443-6,coupon_155156,C797110,Female,38,Books,3,45.45,Cash,01-05-22,Mall of Istanbul,1,1
10.42.0.151-10.42.0.1-54826-53-17,coupon_337033,C146322,Female,62,Souvenir,3,35.19,Cash,19-07-22,Kanyon,0,0
10.42.0.42-66.198.24.225-37398-443-6,coupon_312739,C685521,Male,50,Clothing,1,300.08,Cash,14-11-21,Forum Istanbul,0,0
172.217.11.38-10.42.0.42-443-46591-6,coupon_168776,C231125,Female,51,Clothing,1,300.08,Credit Card,09-02-23,Istinye Park,1,1
10.42.0.211-31.13.69.197-48867-443-6,coupon_295198,C231425,Female,46,Food & Beverage,3,15.69,Debit Card,11-03-22,Forum Istanbul,0,0
205.185.216.42-10.42.0.42-80-58883-6,coupon_172756,C154623,Female,33,Food & Beverage,5,26.15,Credit Card,26-05-22,Metrocity,1,1
172.217.11.14-10.42.0.151-443-54822-6,coupon_325631,C334663,Female,59,Cosmetics,3,121.98,Debit Card,30-06-22,Metropol AVM,0,0
172.217.6.194-10.42.0.211-443-34007-6,coupon_322409,C113448,Female,58,Clothing,4,1200.32,Credit Card,11-10-22,Kanyon,1,1
203.205.151.47-10.42.0.42-80-34032-6,coupon_287018,C803795,Female,36,Clothing,4,1200.32,Credit Card,08-12-21,Mall of Istanbul,1,1
136.142.2.3-0.95.2.0-0-0-0,coupon_137526,C106570,Female,64,Cosmetics,2,81.32,Debit Card,09-10-22,Kanyon,1,1
192.229.173.173-10.42.0.151-80-46604-6,coupon_308925,C296253,Female,54,Clothing,2,600.16,Cash,06-02-22,Cevahir AVM,0,0
180.149.136.194-10.42.0.211-443-49676-6,coupon_146069,C331897,Male,45,Clothing,1,300.08,Credit Card,06-06-21,Kanyon,0,0
203.205.191.23-10.42.0.211-80-45737-6,coupon_238630,C272568,Female,41,Cosmetics,5,203.3,Cash,05-09-22,Mall of Istanbul,0,0
203.205.147.229-10.42.0.211-80-42834-6,coupon_694059,C677668,Female,68,Toys,1,35.84,Debit Card,26-01-21,Emaar Square Mall,1,1
172.217.11.10-10.42.0.211-443-39111-6,coupon_280887,C272989,Female,49,Clothing,3,900.24,Debit Card,22-07-22,Kanyon,0,0
10.42.0.1-10.42.0.42-53-56059-17,coupon_153137,C121391,Female,68,Clothing,1,300.08,Cash,16-01-21,Kanyon,1,1
172.217.10.10-10.42.0.151-443-60922-6,coupon_331013,C161698,Male,21,Books,1,15.15,Cash,12-04-22,Metrocity,1,1
172.217.12.170-10.42.0.211-443-48637-6,coupon_829630,C146584,Male,60,Food & Beverage,1,5.23,Credit Card,28-10-21,Metrocity,0,0
172.217.10.10-10.42.0.42-443-40106-6,coupon_130454,C155210,Male,18,Technology,1,1050.0,Cash,09-01-23,Metropol AVM,1,1
10.42.0.211-10.42.0.1-45799-53-17,coupon_577375,C333626,Female,60,Clothing,2,600.16,Cash,27-08-22,Metropol AVM,1,1
182.254.5.234-10.42.0.211-80-32948-6,coupon_556661,C208496,Male,60,Clothing,1,300.08,Credit Card,21-01-22,Mall of Istanbul,1,1
10.42.0.151-23.208.87.120-44256-80-6,coupon_259713,C275098,Female,45,Clothing,5,1500.4,Cash,08-10-21,Mall of Istanbul,0,0
172.217.10.110-10.42.0.151-443-51903-6,coupon_106060,C564791,Male,20,Toys,5,179.2,Cash,27-02-22,Zorlu Center,1,1
172.217.11.2-10.42.0.151-443-52460-6,coupon_328760,C181980,Female,30,Toys,1,35.84,Credit Card,19-11-22,Cevahir AVM,0,0
202.77.129.150-10.42.0.211-80-35462-6,coupon_163650,C246605,Male,39,Clothing,2,600.16,Debit Card,06-03-21,Viaport Outlet,1,1
10.42.0.211-106.39.169.66-56650-443-6,coupon_952267,C179660,Female,18,Cosmetics,5,203.3,Cash,06-07-22,Metrocity,0,0
10.42.0.211-10.42.0.1-12088-53-17,coupon_241369,C131953,Male,50,Clothing,4,1200.32,Credit Card,12-11-22,Emaar Square Mall,0,0
209.10.120.26-10.42.0.211-80-60382-6,coupon_236941,C631777,Male,55,Toys,5,179.2,Debit Card,21-12-22,Kanyon,1,1
239.255.255.250-10.42.0.1-1900-39259-17,coupon_742558,C140154,Female,37,Souvenir,5,58.65,Debit Card,19-01-21,Istinye Park,1,1
10.42.0.42-72.21.206.141-42474-443-6,coupon_150030,C303507,Female,26,Cosmetics,5,203.3,Cash,09-03-22,Kanyon,1,1
172.217.11.42-10.42.0.42-443-52908-6,coupon_678176,C268909,Female,46,Clothing,3,900.24,Debit Card,08-11-21,Metropol AVM,1,1
10.42.0.211-23.206.166.66-51820-80-6,coupon_202787,C102408,Female,27,Clothing,2,600.16,Credit Card,03-12-22,Forum Istanbul,0,0
220.243.219.55-10.42.0.211-80-56696-6,coupon_259928,C156014,Male,43,Clothing,4,1200.32,Cash,11-09-21,Mall of Istanbul,1,1
172.217.12.202-10.42.0.151-443-50217-6,coupon_187434,C177914,Female,58,Food & Beverage,5,26.15,Cash,21-09-22,Metrocity,1,1
10.42.0.211-115.239.210.141-55141-80-6,coupon_178537,C325663,Female,30,Toys,3,107.52,Credit Card,17-04-22,Istinye Park,0,0
10.42.0.211-38.72.130.155-34278-443-6,coupon_145647,C311296,Female,66,Clothing,2,600.16,Cash,02-10-21,Mall of Istanbul,1,1
10.42.0.151-52.2.229.30-50811-443-6,coupon_250140,C249901,Female,52,Food & Beverage,4,20.92,Cash,23-03-22,Metrocity,1,1
10.42.0.211-10.42.0.1-21245-53-17,coupon_274561,C333570,Female,65,Shoes,4,2400.68,Cash,22-08-21,Kanyon,0,0
172.217.3.106-10.42.0.42-443-57430-6,coupon_563988,C139472,Female,54,Toys,1,35.84,Credit Card,05-09-22,Metropol AVM,0,0
180.163.15.184-10.42.0.151-80-56558-6,coupon_184787,C302491,Male,37,Food & Beverage,3,15.69,Cash,22-08-22,Metrocity,1,1
10.42.0.211-64.71.142.120-43363-443-6,coupon_142757,C308224,Female,36,Toys,3,107.52,Cash,23-02-23,Metrocity,1,1
10.42.0.151-121.29.54.100-58709-80-6,coupon_146425,C301224,Female,20,Technology,2,2100.0,Credit Card,02-10-21,Mall of Istanbul,1,1
10.42.0.211-10.42.0.1-32217-53-17,coupon_252950,C279295,Female,59,Food & Beverage,3,15.69,Credit Card,08-05-22,Metrocity,0,0
172.217.10.142-10.42.0.151-443-59362-6,coupon_222560,C144326,Male,28,Clothing,5,1500.4,Debit Card,27-09-21,Mall of Istanbul,0,0
10.42.0.211-47.89.67.240-55616-443-6,coupon_194729,C561708,Male,55,Shoes,4,2400.68,Debit Card,24-02-23,Mall of Istanbul,0,0
172.217.10.14-10.42.0.151-443-41687-6,coupon_363662,C185252,Male,26,Food & Beverage,4,20.92,Cash,15-04-21,Istinye Park,0,0
192.229.173.173-10.42.0.151-80-38582-6,coupon_830538,C170100,Female,59,Toys,4,143.36,Debit Card,08-04-21,Emaar Square Mall,0,0
10.42.0.211-66.198.24.243-45471-80-6,coupon_263671,C104436,Male,26,Cosmetics,4,162.64,Credit Card,10-01-22,Mall of Istanbul,0,0
10.42.0.1-10.42.0.42-53-56487-17,coupon_175764,C996668,Female,47,Cosmetics,3,121.98,Cash,21-04-21,Emaar Square Mall,0,0
10.42.0.211-10.42.0.1-30053-53-17,coupon_316876,C950205,Female,27,Technology,2,2100.0,Cash,29-01-22,Mall of Istanbul,0,0
174.35.73.71-10.42.0.42-80-39413-6,coupon_219281,C729841,Male,49,Shoes,2,1200.34,Cash,28-09-21,Mall of Istanbul,1,1
192.229.173.173-10.42.0.42-80-38018-6,coupon_309668,C313082,Male,53,Toys,4,143.36,Credit Card,27-08-21,Metrocity,0,0
10.42.0.211-10.42.0.1-51650-53-17,coupon_145520,C220356,Female,19,Food & Beverage,1,5.23,Credit Card,12-10-22,Istinye Park,0,0
174.35.76.23-10.42.0.211-80-56129-6,coupon_195815,C487444,Female,55,Shoes,5,3000.85,Debit Card,18-09-21,Forum Istanbul,1,1
10.42.0.1-10.42.0.42-53-25589-17,coupon_114768,C234102,Female,30,Food & Beverage,4,20.92,Credit Card,16-04-22,Mall of Istanbul,0,0
203.130.53.126-10.42.0.211-80-53455-6,coupon_288819,C203231,Female,40,Souvenir,4,46.92,Cash,23-07-22,Metrocity,0,0
10.42.0.151-10.42.0.1-1835-53-17,coupon_325594,C231932,Female,53,Souvenir,1,11.73,Cash,15-09-22,Kanyon,0,0
10.42.0.151-10.42.0.1-52891-53-17,coupon_245614,C142947,Male,34,Books,5,75.75,Cash,20-01-22,Metrocity,1,1
198.11.190.7-10.42.0.211-443-37556-6,coupon_998114,C619079,Female,64,Technology,2,2100.0,Debit Card,28-10-22,Kanyon,1,1
10.42.0.211-23.208.168.108-37615-443-6,coupon_189159,C263130,Female,57,Clothing,2,600.16,Credit Card,20-04-22,Metrocity,1,1
